Movie,Year,Plex Status,Source,IMDB ID,TMDB ID,Collections,Tags,Posters,,Matt,Gabe,Griffin,Dan,Andrew,Ice,Image
Bangkok Traffic,2009,****Request,,tt1621642,72733,RomCom,Thai,,,,,,,,,
Barabbas,1961,,,tt0055774,24248,Religion,,,,,,,,,,
Barbarian,2022,Yes,,tt15791034,913290,Horror,,,,,,,,,,
Barbershop,2002,*Request,,tt0303714,10611,Comedy,,,,,,,,,,
Barbershop 2: Back in Business,2004,,,tt0337579,21301,Comedy,,,,,,,,,,
Barbershop: The Next Cut,2016,,,tt3628584,326423,Comedy,,,,,,,,,,
Barbie,2023,Yes,,tt1517268,346698,Comedy|Dramedy|Politics,,,,4,,,,,,
Bardo: False Chronicle of a Handful of Truths,2022,Yes,,tt14176542,685691,Dramedy,Spanish,,,,,,,,,
Barry Lyndon,1975,Yes,,tt0072684,3175,Romance|Drama|Politics,Period,,,,,,,,,
Barton Fink,1991,****Request,,tt0101410,290,Dramedy|Thriller,,,,,,,,,,
Basmati Blues,2017,Yes,,tt1131728,271715,RomCom|Music,,,,,,,,,,
Batman,1989,**Request,,tt0096895,268,Superhero,,,,,,,,,,
Batman and Robin,1997,Yes,,tt0118688,415,Superhero,GoodBad,GoodBad,,,,,,,,https://m.media-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@._V1_.jpg
Batman Begins,2005,Yes,,tt0372784,272,Superhero,,,,,,,,,,
Batman Returns,1992,,,tt0103776,364,Superhero,,,,,,,,,,
Battle for the Planet of the Apes,1973,,,tt0069768,1705,SciFi|Apocalypse,,,,,,,,,,
Battle of the Sexes,2017,**Request,,tt4622512,369192,Biopic|Sports|Dramedy,,,,,,,,,,
Battle of the Worlds,1961,*****Request,Youtube,tt0054950,22726,SciFi|Thriller,Italian,,,,,,,,,
Battle Royale,2000,*****Request,,tt0266308,3176,Action,Japanese,,,,,,,,,
Battlefield Earth,2000,Yes,,tt0185183,5491,SciFi,GoodBad,GoodBad,,,,,,,,https://cdn.shopify.com/s/files/1/1416/8662/products/BattlefieldEarth_2000_original_film_art_1200x.jpg?v=1594866908
Battleship Potemkin,1925,Yes,,tt0015648,643,History,Propaganda,,,,,,,,,
Baywatch,2017,****Request,,tt1469304,339846,Action|Comedy,,,,,,,,,,
Be More Chill,2023,#NAME?,,tt8804832,839272,Music|SciFi,,,,,,,,,,
Be My Valentine Charlie Brown,1975,**Request,,tt0072687,31726,2D Animation,,,,,,,,,,
Beaches,1988,,,tt0094715,15592,Drama,,,,,,,,,,
Bean,1997,,,tt0118689,1281,Family|Comedy,,,,,,,,,,
Beasts of No Nation,2015,***Request,,tt1365050,283587,War|Drama,,,,,,,,,,
Beau Is Afraid,2023,*****Request,,tt13521006,798286,Dramedy|Supernatural,,,,,,,,,,
Beautiful Boy,2018,Yes,,tt1226837,451915,Drama,Drugs,,,,,,,,,
Beautiful Girls,1996,*Request,,tt0115639,9283,RomCom,,,,,,,,,,
Beauty and the Beast,2017,*Request,,tt2771200,321612,Fantasy|Romance,,,,,,,,,,
Beauty and the Beast,1991,Yes,,tt0101414,10020,2D Animation,,,,,,,,,,
Beauty Shop,2005,,,tt0388500,14177,Comedy,,,,,,,,,,
Because I Said So,2007,Yes,,tt0490084,1257,RomCom|Dramedy,,,,,,,,,,
Becket,1964,,,tt0057877,15421,History,,,,,,,,,,
Bee Movie,2007,Yes,,tt0389790,5559,3D Animation,,,,,,,,,,
Beethoven,1992,**Request,,tt0103786,11806,Family,,,,,,,,,,
Beetlejuice,1988,Yes,,tt0094721,4011,Comedy|Supernatural,,Supernatural,,,,,,,,
Before I Fall,2017,***Request,,tt1691916,397837,Mystery,,,,,,,,,,
Before Midnight,2013,**Request,,tt2209418,132344,Romance,,,,,,,,,,
Before Sunrise,1995,Yes,,tt0112471,76,Romance,,Romance,,,,,,,,
Before Sunset,2004,**Request,,tt0381681,80,Romance,,,,,,,,,,
Begin Again,2013,,,tt1980929,198277,RomCom|Music,,,,,,,,,,
Behind Green Lights,1946,****Request,Youtube,tt0038346,61436,Politics|Mystery,Noir,,,,,,,,,
Behind Office Doors,1931,,,tt0021649,156415,Romance,,,,,,,,,,
Behind The Candelabra,2013,**Request,,tt1291580,119675,Music|Biopic|Romance,,,,,,,,,,
Being Flynn,2012,,,tt0455323,78571,Drama,Boston,,,,,,,,,
Being John Malchovich,1999,Yes,,tt0120601,492,Dramedy|Supernatural,,,,,,,,,,
Being the Ricardos,2021,Yes,,tt4995540,517088,Biopic|Drama,,,,,,,,,,
Belfast,2021,Yes,,tt12789558,777270,Drama,,,,,,,,,,
Bells of San Angelo,1947,,PBS,tt0039180,18806,Western,,,,,,,,,,
Ben-Hur,1959,Yes,,tt0052618,665,Religion|History,,Religion,,,,,,,,
Bend it like Beckham,2002,***Request,,tt0286499,455,Sports|Family,,,,,,,,,,
Beneath the Planet of the Apes,1970,,,tt0065462,1685,SciFi|Apocalypse,,,,,,,,,,
Benediction,2021,*****Request,,tt6852178,399178,Biopic|War|Drama|History,,,,,,,,,,
Benny & Joon,1993,,,tt0106387,4104,RomCom,Psychology,,,,,,,,,
Beowulf,2007,Yes,,tt0442933,2310,Fantasy|Monster|Adventure,,,,,,,,,,
Berberian Sound Studio,2012,*****Request,,tt1833844,116811,Thriller|Horror,,,,,,,,,,
Bernie,2011,*****Request,,tt1704573,92591,Biopic|Comedy,,,,,,,,,,
Best in Show,2000,Yes,,tt0218839,13785,Comedy,Mockumentary,Mockumentary,,,,,,,,
Better Off Dead...,1985,***Request,,tt0088794,13667,Comedy,,,,,,,,,,
Better Off Dead...,1985,Yes,,tt0088794,13667,RomCom,,,,,,,,,,
Beverly Hills Cop,1984,****Request,,tt0086960,90,Action|Comedy,,,,,,,,,,
Beverly Hills Cop II,1987,,,tt0092644,96,Action|Comedy,,,,,,,,,,
Beverly Hills Cop III,1994,,,tt0109254,306,Action|Comedy,,,,,,,,,,
Beyond the Infinite Two Minutes,2020,Yes,,tt14500584,805627,Comedy|SciFi|Time Travel,Japanese,,,,,,,,,
Bhaag Milhka Bhaag,2013,***Request,,tt2356180,206324,Sports|Biopic,Hindi,,,,,,,,,
Bicentennial Man,1999,****Request,,tt0182789,2277,SciFi,,,,,,,,,,
Bicycle Thieves,1948,Yes,,tt0040522,5156,Drama,,1940s,,,,,,,,
Big,1988,**Request,,tt0094737,2280,RomCom,,,,,,,,,,
Big Fish,2003,****Request,,tt0319061,587,Fantasy,,,,,,,,,,
Big Hero 6,2014,Yes,,tt2245084,177572,3D Animation,,,,,,,,,,
Big Night,1996,**Request,,tt0115678,18203,Drama,,,,,,,,,,
Big Top Scooby-Doo!,2012,,,tt2235542,119321,2D Animation,,,,,,,,,,
Big Town After Dark,1947,**Request,Youtube,tt0039187,201600,Crime,Noir,,,,,,,,,
Bill and Ted's Excellent Adventure,1989,Yes,,tt0096928,1648,Time Travel|Supernatural,,Time Travel,,,,,,,,
Bir Qalanin Sirri,1959,***Request,,tt2081190,168153,Fantasy,Azerbaijani,,,,,,,,,
Bird Box,2018,Yes,,tt2737304,405774,Thriller|Apocalypse,,,,,,,,,,
Birdemic,2010,Yes,,tt1316037,40016,Apocalypse,GoodBad,GoodBad,,,,,,,,
Birdman,2014,Yes,,tt2562232,194662,Drama,,,,,,,,,,
Birdman of Alcatraz,1962,**Request,,tt0055798,898,Crime,,,,,,,,,,
Birds of Prey,2020,,,tt7713068,495764,Superhero|Comedy,,,,,,,,,,
Black Adam,2022,Yes,,tt6443346,436270,Superhero,,,,,,,,,,
Black Bear,2022,Yes,,tt9601220,624788,Thriller|Dramedy,,,,,,,,,,
Black Crab,2022,****Request,,tt6708668,760868,Action|Adventure,Swedish,,,,,,,,,
Black Dynamite,2009,Yes,,tt1190536,24804,Action|Comedy,,,,,,,,,,
Black Girl,1966,***Request,,tt0060758,95597,Drama,French,,,,,,,,,
Black Hawk Down,2001,Yes,,tt0265086,855,War|History,,,,,,,,,,
Black Like Me,1964,,,tt0057889,56133,Drama|Biopic,Activism,,,,,,,,,
Black Mass,2015,**Request,,tt1355683,261023,Biopic|Crime,Boston,,,,,,,,,
Black Narcissus,1947,Yes,,tt0039192,16391,Religion,,1940s,,,,,,,,
Black Panther,2018,Yes,,tt1825683,284054,Superhero,,,,,,,,,,
Black Panther: Wakanda Forever,2022,Yes,,tt9114286,505642,Superhero,,,,,,,,,,
Black Sea,2014,Yes,,tt2261331,246080,Thriller|Adventure,,,,,,,,,,
Black Swan,2010,Yes,,tt0947798,44214,Thriller|Drama,,,,,,,,,,
Black Widow,2021,Yes,,tt3480822,497698,Superhero,,,,,,,,,,
Blackballed: The Bobby Dukes Story,2004,,,tt0379184,14346,Comedy|Sports,,,,,,,,,,
BlackBerry,2023,Yes,,tt21867434,1016084,Biopic|Comedy|Drama,,,,,,,,,,
Blackboard Jungle,1955,,,tt0047885,26516,Crime,,,,,,,,,,
BlacKkKlansman,2018,Yes,,tt7349662,487558,Crime|Drama,,,,,,,,,,
Blacula,1972,**Request,,tt0068284,30566,Monster,,,,,,,,,,
Blade,1998,**Request,,tt10671440,617127,Superhero|Action|Monster,,,,,,,,,,
Blade II,2002,,,tt0187738,36586,Monster|Action,,,,,,,,,,
Blade Runner,1982,Yes,,tt0083658,78,SciFi,,1980s,,,,,,,,
Blade Runner 2049,2017,Yes,,tt1856101,335984,SciFi,,SciFi,,,,,,,,
Blade: Trinity,2004,,,tt0359013,36648,Monster|Action,,,,,,,,,,
Blades of Glory,2007,Yes,,tt0445934,9955,Comedy|Sports,,,,,,,,,,
Blazing Saddles,1974,Yes,,tt0071230,11072,Western,,Western|1970s,,,,,,,,
Blonde,2022,Yes,,tt1655389,301502,Biopic|Drama|Romance,,,,,,,,,,
Blonde Ice,1948,*Request,Youtube,tt0041187,41487,Crime,Noir,,,,,,,,,
Blood Diamond,2006,*****Request,,tt0450259,1372,Adventure|Drama|Action,,,,,,,,,,
Blood on the Sun,1945,,PBS,tt0037547,75888,War,,,,,,,,,,
Blood Simple,1984,**Request,,tt0086979,11368,Crime|Thriller,,,,,,,,,,
Blow,2001,***Request,,tt0221027,4133,Crime|Biopic,BATS,,,,,,,,,
Blow Out,1981,,,tt0082085,11644,Thriller|Mystery,,,,,,,,,,
Blue Bayou,2021,,,tt11121664,644089,Crime,,,,,,,,,,
Blue Ruin,2013,*****Request,,tt2359024,188166,Mystery|Thriller,,,,,,,,,,
Blue Valentine,2010,Yes,,tt1120985,46705,Romance|Drama,,,,,,,,,,
Bob Roberts,1992,Arr,,tt0103850,10608,Politics,Mockumentary,,,,,,,,,
Bodies Bodies Bodies,2022,Yes,,tt8110652,520023,Mystery|Thriller|Horror,,,,,,,,,,
Body Heat,1981,Yes,,tt0082089,14412,Crime|Romance,,,,,,,,,,
Bohemian Rhapsody,2018,Yes,,tt1727824,424694,Music|Biopic,,Musical,,,,,,,,
Boiler Room,2000,Yes,,tt0181984,14181,Crime|Finance,,,,,,,,,,
Bolt,2008,**Request,,tt0397892,13053,3D Animation,,,,,,,,,,
Bones and All,2022,Yes,,tt10168670,791177,Drama|Horror|Romance,Italian,,,,,,,,,
Bonnie and Clyde,1967,Yes,,tt0061418,475,Biopic|Western,,,,,,,,,,
Boogie Nights,1997,Yes,,tt0118749,4995,Drama,Period,,,,,,,,,
Booksmart,2019,Yes,,tt1489887,505600,Comedy,,,,,,,,,,
Borat,2006,Yes,,tt0443453,496,Comedy,Mockumentary,Mockumentary,,,,,,,,
Borat Subsequent Moviefilm,2020,Yes,,tt13143964,740985,Comedy|Politics,Mockumentary,,,,,,,,,
Borderlands,2024,#NAME?,,tt4978420,365177,Action|Adventure|SciFi,Video Game,,,,,,,,,
Borderline,1950,*Request,Youtube,tt0042274,46531,Crime,Noir,,,,,,,,,
Borders,2017,**Request,,tt6611490,471864,Adventure,French,,,,,,,,,
Borg vs. McEnroe,2017,Yes,,tt5727282,397538,Sports,,,,,,,,,,
Boston Strangler,2023,Yes,,tt2560078,881164,Crime|Thriller|Mystery,,,,,,,,,,
Both Sides of the Blade,2022,***Request,,tt13535920,768757,Drama|Romance,French,,,,,,,,,
Bottle Rocket,1996,Yes,,tt0115734,13685,Comedy|Crime,Low Budget,,,,,,,,,
Bottoms,2023,Yes,,tt17527468,814776,Comedy,LGBTQ,,,,,,,,,
Bound by Honor,1993,**Request,,tt0106469,9702,Crime,,,,,,,,,,
Boy,2010,******Request,,tt1560139,39356,Dramedy,,,,,,,,,,
Boy and the World,2014,Yes,,tt3183630,223706,2D Animation,Portuguese,,,,,,,,,
Boyhood,2014,Yes,,tt1065073,85350,Drama,,,,,,,,,,
Boys Don't Cry,1999,,,tt0171804,226,Crime,,,,,,,,,,
Boyz n the Hood,1991,****Request,,tt0101507,650,Crime,,,,,,,,,,
Brain on Fire,2016,,,tt3704700,340027,Drama,Psychology,,,,,,,,,
Brave,2012,Yes,,tt1217209,62177,3D Animation,,,,,,,,,,
Braveheart,1995,Yes,,tt0112573,197,War|History,,War,,,,,,,,
Brawl in Cell Block 99,2017,,,tt5657856,398175,Action|Crime,,,,,,,,,,
Brazil,1985,Yes,,tt0088846,68,Comedy|SciFi,,,,,,,,,,
Brazil,1985,,,tt0088846,68,Supernatural,,,,,,,,,,
Breaker Morant,1980,**Request,,tt0080310,13783,Legal|War,,,,,,,,,,
Breakfast at Tiffany's,1961,Yes,,tt0054698,164,RomCom,,,,,,,,,,
Breaking Away,1979,***Request,,tt0078902,20283,Sports,,,,,,,,,,
Breathless,1960,Yes,,tt0053472,269,Crime,French,International,,,,,,,,
Brian and Charles,2022,Yes,,tt13270424,913814,Comedy|SciFi,,,,,,,,,,
Brick,2005,Yes,,tt0393109,9270,Mystery,,Mystery,,,,,,,,
Bride Wars,2009,,,tt0901476,10521,RomCom,,,,,,,,,,
Bridesmaids,2011,Yes,,tt1478338,55721,Comedy,,,,,,,,,,
Bridge of Spies,2015,Yes,,tt3682448,296098,Espionage,,,,,,,,,,
Bridge to Terebithia,2007,*Request,,tt0398808,1265,Fantasy,,,,,,,,,,
Bridget Jones's Diary,2001,Yes,,tt0243155,634,RomCom,,RomCom,,,,,,,,
Bright,2017,***Request,,tt5519340,400106,Fantasy,,,,,,,,,,
Brightburn,2019,****Request,,tt7752126,531309,Horror|Superhero,,,,,,,,,,
Brigsby Bear,2017,*****Request,,tt5805752,403431,Dramedy,,,,,,,,,,
Brimstone,2017,******Request,,tt1895315,324560,Western|Mystery|Thriller,,,,,,,,,,
Bring it On,2000,,,tt0204946,1588,Comedy,,,,,,,,,,
Bringing Out the Dead,1999,Yes,,tt0163988,8649,Supernatural|Drama,,,,,,,,,,
Bringing Up Baby,1938,Yes,,tt0029947,900,RomCom,,1930s,,,,,,,,
Brokeback Mountain,2005,Yes,,tt0388795,142,Romance,LGBTQ,Romance,,,,,,,,
Broken Arrows,2007,**Request,,tt0447879,,Drama,,,,,,,,,,
Brooklyn,2015,**Request,,tt2381111,167073,Romance,,,,,,,,,,
Brother Bear,2003,Yes,,tt0328880,10009,2D Animation,,,,,,,,,,
Brothers,2009,Yes,,tt0765010,7445,Drama|War,,,,,,,,,,
Bruce Almighty,2003,Yes,,tt0315327,310,Comedy|Religion|Supernatural,,,,,,,,,,
Bruno,2009,**Request,,tt0889583,18480,Comedy,LGBTQ,,,,,,,,,
Bull Durham,1988,Yes,,tt0094812,287,RomCom|Sports,,,,,,,,,,
Bullet Train,2022,Yes,,tt12593682,718930,Action|Comedy,,,,,,,,,,
Bullitt,1968,*Request,,tt0062765,916,Crime,,,,,,,,,,
Bulworth,1998,**Request,,tt0118798,9452,Politics,,,,,,,,,,
Bumblebee,2018,**Request,,tt4701182,424783,Superhero,,,,,,,,,,
Buried,2010,*Request,,tt1462758,26388,War,,,,,,,,,,
Burn After Reading,2008,*****Request,,tt0887883,4944,Espionage|Comedy,,,,,,,,,,
Burn!,1969,****Request,,tt0064866,42617,Action|Drama|War,Italian,,,,,,,,,
Burning,2018,Yes,,tt7282468,491584,Mystery|Drama|Thriller,Korean,,,,,,,,,
Burning Hearts,1945,,,tt0036989,8418,War,Propaganda,,,,,,,,,
Burnt,2015,Yes,,tt2503944,295964,Dramedy|Drama,,,,,,,,,,
Burnt Offerings,1976,***Request,,tt0074258,13549,Horror,,,,,,,,,,
But I'm a Cheerleader,1999,Yes,,tt0179116,20770,RomCom,LGBTQ,,,,,,,,,
Butch Cassidy and the Sundance Kid,1969,Yes,,tt0064115,642,Western,,Western,,,,,,,,
Buud Yam,1997,Arr - X,,tt0118805,178606,History|Drama,Fulah,,,,,,,,,
C.O.G.,2013,**Request,,tt1650393,156713,Dramedy,,,,,,,,,,
C.S.A.: The Confederate States of America,2004,Arr,,tt0389828,24408,Comedy|War,Mockumentary,,,,,,,,,
C'mon C'mon,2021,Yes,,tt10986222,632617,Drama,,,,,,,,,,
Caddyshack,1980,Yes,,tt0080487,11977,Sports|Comedy,,,,,,,,,,
Cadillac Man,1990,*Request,,tt0099204,10164,Comedy,,,,,,,,,,
Cairo Station,1958,*****Request,,tt0051390,47324,Crime,Arabic,,,,,,,,,
Cake,2014,,,tt3442006,284276,Drama,,,,,,,,,,
Call Me by Your Name,2017,Yes,,tt5726616,398818,Romance,LGBTQ,Romance,,,,,,,,
Call Me Claus,2001,,,tt0272018,17007,Christmas,,,,,,,,,,
Calvary,2014,Yes,,tt2234003,157832,Drama|Mystery|Crime|Religion,,,,,,,,,,
Camelot,1967,**Request,,tt0061439,18978,Adventure|Romance,,,,,,,,,,
Camp Rock,2008,*Request,,tt1055366,13655,Family|Music,,,,,,,,,,
Candyman,2021,Yes,,tt9347730,565028,Horror,,,,,,,,,,
Cape Fear,1991,Yes,,tt0101540,1598,Thriller|Crime,,,,,,,,,,
Cape Fear,1962,,,tt0055824,11349,Thriller,,,,,,,,,,
Capote,2005,Yes,,tt0379725,398,Biopic,,,,,,,,,,
Captain America: Civil War,2016,Yes,,tt3498820,271110,Superhero,,,,,,,,,,
Captain America: The First Avenger,2011,Yes,,tt0458339,1771,Superhero,,,,,,,,,,
Captain America: The Winter Soldier,2014,Yes,,tt1843866,100402,Superhero,,,,,,,,,,
Captain Marvel,2019,Yes,,tt4154664,299537,Superhero,,,,,,,,,,
Captain Phillips,2013,Yes,,tt1535109,109424,Action|Thriller|Biopic,,,,,,,,,,
Cargo,2009,****Request,,tt0381940,34069,Thriller|SciFi,German,,,,,,,,,
Carlito's Way,1993,***Request,,tt0106519,6075,Thriller|Crime,,,,,,,,,,
Carnage,2011,***Request,,tt1692486,72113,Dramedy,,,,,,,,,,
Carol,2015,****Request,,tt2402927,258480,Romance|Drama,LGBTQ|Period,,,,,,,,,
Carrie,1976,*Request,,tt0074285,7340,Horror,,,,,,,,,,
Cars,2006,Yes,,tt0317219,920,3D Animation|Sports,,,,,,,,,,
Cars 2,2011,Yes,,tt1216475,49013,3D Animation,,,,,,,,,,
Cars 3,2017,Yes,,tt3606752,260514,3D Animation,,,,,,,,,,
Casablanca,1942,Yes,,tt0034583,289,War,,1940s,,,,,,,,
Casper,1995,***Request,,tt0112642,8839,Family|Fantasy,,,,,,,,,,
Cast a Dark Shadow,1955,,Rarbg|PBS,tt0050233,33814,Crime|Thriller,,,,,,,,,,
Cast Away,2000,Yes,,tt0162222,8358,Drama,,,,,,,,,,
Castle in The Sky,1986,Yes,,tt0092067,10515,Anime,,,,,,,,,,
Cat on a Hot Tin Roof,1958,*Request,,tt0051459,261,Romance,,,,,,,,,,
Catch Me If You Can,2002,Yes,,tt0264464,640,Crime|Biopic,,Crime,,,,,,,,
Cats,2019,Yes,,tt5697572,536869,Music,,,,,,,,,,
Cause For Alarm!,1951,***Request,Youtube,tt0043390,29835,Mystery,Noir,,,,,,,,,
Causeway,2022,Yes,,tt10192406,595586,Drama,,,,,,,,,,
CB4,1993,*****Request,,tt0106500,15278,Music|Comedy,Mockumentary,,,,,,,,,
Ceddo,1977,Yes,,tt0077309,97029,Religion,Wolof,,,,,,,,,
Cellular,2004,,,tt0337921,9759,Action|Thriller,GoodBad,,,,,,,,,
Central Intelligence,2016,**Request,,tt1489889,302699,Action|Espionage|Comedy,,,,,,,,,,
Cha Cha Real Smooth,2022,Yes,,tt14376344,814340,Dramedy,,,,,,,,,,
Changeling,2008,***Request,,tt0824747,3580,Biopic|Crime,,,,,,,,,,
Chaplin,1992,Yes,,tt0103939,10435,Biopic|Drama,,,,,,,,,,
Chappaquiddick,2017,*****Request,,tt5270948,432301,Drama|History,,,,,,,,,,
Chappie,2015,****Request,,tt1823672,198184,SciFi|Crime,,,,,,,,,,
Charade,1963,Yes,,tt0056923,4808,Mystery|RomCom,,,,,,,,,,
Chariots of Fire,1981,Yes,,tt0082158,9443,Sports,,,,,,,,,,
Charlie Wilson’s War,2007,**Request,,tt0472062,6538,Politics|History,,,,,,,,,,
Charlie's Angels,2000,******Request,,tt0160127,4327,Action|Espionage,,,,,,,,,,
Charlotte's Web,2006,****Request,,tt0413895,9986,Family,,,,,,,,,,
Che: Part One ,2008,****Request,,tt0892255,8881,Biopic|History|War,,,,,,,,,,
Che: Part Two,2008,****Request,,tt0374569,8880,Biopic|History|War,,,,,,,,,,
Cheaper by the Dozen,2003,Yes,,tt0349205,11007,Comedy,,,,,,,,,,
Chef,2014,Yes,,tt2883512,212778,Dramedy,,Dramedy,,,,,,,,
Cherry,2021,,,tt9130508,544401,Crime,,,,,,,,,,
Chevalier,2023,Arr - U,,tt12758486,812635,Biopic|History|Drama,,,,,,,,,,
Chicago,2002,****Request,,tt0299658,1574,Music|Legal,,,,,,,,,,
Chicago Syndicate,1955,**Request,Youtube,tt0047934,188750,Crime,Noir,,,,,,,,,
Chicken Little,2005,,,tt0371606,9982,3D Animation,,,,,,,,,,
Child's Play,1988,,,tt0094862,10585,Horror,,,,,,,,,,
Children of Men,2006,Yes,,tt0206634,9693,Apocalypse|Supernatural,,Apocalypse,,,,,,,,
Children of the Corn,1984,**Request,,tt0087050,10823,Horror,,,,,,,,,,
Children of the Corn II: The Final Sacrifice,1992,,,tt0106557,25748,Horror,,,,,,,,,,
Children of the Corn III: Urban Harvest,1995,,,tt0109415,25749,Horror,,,,,,,,,,
Children of the Corn V: Fields of Terror,1998,,,tt0150111,25751,Horror,,,,,,,,,,
Children of the Corn: The Gathering,1996,,,tt0115885,25750,Horror,,,,,,,,,,
Children of the Sea,2019,Yes,,tt9850064,585077,Anime,,,,,,,,,,
Chill Out Scooby-Doo!,2007,***Request,,tt1097636,13354,2D Animation,,,,,,,,,,
Chimes at Midnight,1965,**Request,,tt0059012,986,Drama,Shakespeare,,,,,,,,,
Chinatown,1974,*Request,,tt0071315,829,Mystery,,,,,,,,,,
Chip 'N Dale Resue Rangers,2022,Yes,,tt3513500,420821,3D Animation,,,,,,,,,,
Chitty Chitty Bang Bang,1968,**Request,,tt0062803,11708,Family|Supernatural,,,,,,,,,,
Chocolate,2008,Yes,,tt1183252,15003,Action,Thai,,,,,,,,,
Chopper,2000,,,tt0221073,9519,Biopic|Crime,Australia,,,,,,,,,
Chosen Survivors,1974,Yes,,tt0071318,85236,Horror,,,,,,,,,,
Christine,1983,,,tt0085333,8769,Horror,,,,,,,,,,
Christmas Bells Are Ringing,2018,,,tt9202096,555281,Christmas|Romance,,,,,,,,,,
Christmas in Connecticut,1945,Yes,,tt0037595,13669,Christmas,,,,,,,,,,
Chronicle,2012,Yes,,tt1706593,76726,Superhero|Supernatural,,Supernatural,,,,,,,,
Chronicle of the Years of Fire,1975,*****Request,Youtube,tt0072782,52555,War|History,Arabic,,,,,,,,,
Chungking Express,1994,***Request,,tt0109424,11104,RomCom,Cantonese,,,,,,,,,
Churchill's Secret,2016,**Request,PBS,tt4711762,381167,Biopic|History,,,,,,,,,,
Cicada,2021,,,tt8998768,672816,Romance,,,,,,,,,,
Cinderella,1950,Yes,,tt0042332,11224,2D Animation,,1950s,,,,,,,,
Cinderella,2021,Yes,,tt10155932,593910,3D Animation,,,,,,,,,,
Cinderella Man,2005,Yes,,tt0352248,921,Biopic|Sports,,,,,,,,,,
Cinema Paradiso,1988,Yes,,tt0095765,11216,Drama,Italian,International,,,,,,,,
Citizen Kane,1941,Yes,,tt0033467,15,Politics,,1940s,,,,,,,,
City Across The River,1949,*Request,Youtube,tt0041251,62091,Crime,Noir,,,,,,,,,
City Lights,1931,Yes,,tt0021749,901,,,1930s,,,,,,,,
City of Angels,1998,**Request,,tt0120632,795,Fantasy|Romance,,,,,,,,,,
City of God,2002,Yes,,tt0317248,598,Crime,Portuguese|Drugs,International,,,,,,,,
City Of Lost Children,1995,****Request,,tt0112682,902,Fantasy|Adventure|SciFi,French,,,,,,,,,
City Slickers,1991,Yes,,tt0101587,1406,Western|Comedy,,,,,,,,,,
Clash of the Titans,2010,*****Request,,tt0800320,18823,Fantasy|History,,,,,,,,,,
Clear and Present Danger,1994,,,tt0109444,9331,Action|Espionage,,,,,,,,,,
Clear History,2013,Yes,,tt2279864,133790,Comedy,,,,,,,,,,
Clemency,2019,*****Request,,tt5577494,565307,Drama,,,,,,,,,,
Clerks,1994,***Request,,tt0109445,2292,Comedy,,,,,,,,,,
Click,2006,Yes,,tt0389860,9339,Time Travel|Supernatural,,Time Travel,,,,,,,,
Clockers,1995,Yes,,tt0112688,20649,Mystery,,,,,,,,,,
Close,2022,Yes,,tt9660502,901563,Drama,French,,,,,,,,,
Close Encounters of the Third Kind,1977,*Request,,tt0075860,840,SciFi,,,,,,,,,,
Close-Up,1990,Yes,,tt0100234,30017,Biopic|Crime|Drama,Persian|BATS,,,,,,,,,
Closer,2004,*****Request,,tt0376541,2288,Romance,,,,,,,,,,
Cloud Atlas,2012,Yes,,tt1371111,83542,SciFi,,,,,,,,,,
Cloudy with a Chance of Meatballs,2009,,,tt0844471,22794,3D Animation,,,,,,,,,,
Cloverfield,2008,Yes,,tt1060277,7191,Apocalypse|Monster,,Monster,,,,,,,,
Clue,1985,***Request,,tt0088930,15196,Mystery|Comedy,,,,,,,,,,
Clueless,1995,Yes,,tt0112697,9603,RomCom,,RomCom,,,,,,,,
Clytaemnestra,2021,***Request,,tt15555264,844510,Drama,Korean,,,,,,,,,
Cocaine Bear,2023,Yes,,tt14209916,804150,Thriller|Monster,,,,,,,,,,
Coco,2017,Yes,,tt2380307,354912,3D Animation|Music,,,,,,,,,,
CODA,2021,Yes,,tt10366460,776503,Drama|Music,,,,,,,,,,
CODA,2021,,,tt10366460,776503,Drama|Music,,,,,,,,,,
Code Breakers,2005,,,tt0463944,44633,Drama|Sports,,,,,,,,,,
Coherence,2013,Yes,,tt2866360,220289,Time Travel|Supernatural,Low Budget,,,,,,,,,
Cold Mountain,2003,***Request,,tt0159365,2289,Adventure|Drama|History|War,,,,,,,,,,
Cold Pursuit,2019,Yes,,tt5719748,438650,Action|Crime,,,,,,,,,,
Collateral,2004,Yes,,tt0369339,1538,Crime|Thriller,,,,,,,,,,
Colossal,2016,***Request,,tt4680182,339967,Monster|Fantasy,,,,,,,,,,
Colossal,2016,,,tt4680182,339967,Comedy|Monster|Supernatural,,,,,,,,,,
Columbus,2017,*****Request,,tt5990474,414453,Drama,,,,,,,,,,
Coming to America,1988,Yes,,tt0094898,9602,RomCom,,,,,,,,,,
Con Air,1997,Yes,,tt0118880,1701,Action|Crime,,,,,,,,,,
Conan the Barbarian,1982,**Request,,tt0082198,9387,Fantasy,,,,,,,,,,
Confess Fletch,2022,Yes,,tt12718300,724665,Mystery|Comedy|Crime,,,,7,,,,,,
Confessions of a Dangerous Mind,2002,**Request,,tt0270288,4912,Biopic,,,,,,,,,,
Confetti,2006,,,tt0427089,10111,Comedy,Mockumentary,,,,,,,,,
